Run,AvgAudioLatency,AvgFrameLatency
1,21.56835443038011,16.52405063291186
2,21.298734177214612,16.84936708860762
3,21.488607594936642,16.220253164556436
4,21.23417721518941,17.382278481012797
5,22.28227848101261,15.90506329113934
