code,time
57,13075867
57,13077221
57,13077593
57,13078057
57,13078646
57,13079240
57,13080081
57,13080479
57,13082589
57,13083521
57,13084643
57,13084915
57,13085489
57,13086476
57,13087378
57,13088378
