Run,AvgAudioLatency,AvgFrameLatency
1,21.470886075949398,15.749367088607489
2,22.1810126582278,17.42911392405058
3,21.164556962025546,15.172151898734274
4,22.470886075949657,16.68354430379775
5,22.22151898734166,17.87848101265858
