Run,AvgAudioLatency,AvgFrameLatency
1,20.95000000000006,16.568749999999994
2,21.768749999999798,14.537499999999838
3,20.512500000000045,14.70625000000014
4,22.23124999999981,16.131250000000016
5,21.612499999999933,18.149999999999913
