type,direction,time
input,send,1755.500
input,send,1760.200
input,send,3159.400
input,send,3527.500
input,send,3985.600
input,send,4572.200
input,send,5160.400
input,send,5996.800
input,send,6390.200
input,send,8495.700
input,send,9424.400
input,send,10543.100
input,send,10810.000
input,send,11378.000
input,send,12360.600
input,send,13257.400
audio,recv,1776.600
audio,recv,1780.500
audio,recv,3178.600
audio,recv,3545.400
audio,recv,3927.300
audio,recv,4009.600
audio,recv,4591.500
audio,recv,5181.000
audio,recv,5677.200
audio,recv,6014.600
audio,recv,6410.700
audio,recv,7392.500
audio,recv,8513.600
audio,recv,9139.600
audio,recv,9444.000
audio,recv,10563.000
audio,recv,10828.500
audio,recv,10855.700
audio,recv,11397.100
audio,recv,12379.400
audio,recv,12605.000
audio,recv,13277.200
audio,recv,14354.100
frame,recv,1814.000
frame,recv,1847.200
frame,recv,1880.200
frame,recv,1913.800
frame,recv,1944.800
frame,recv,1977.800
frame,recv,2010.800
frame,recv,2043.200
frame,recv,2077.100
frame,recv,2109.800
frame,recv,2143.700
frame,recv,2176.400
frame,recv,2208.600
frame,recv,2241.700
frame,recv,2276.100
frame,recv,2307.200
frame,recv,2340.100
frame,recv,2373.100
frame,recv,2407.100
frame,recv,2440.300
frame,recv,2472.700
frame,recv,2505.700
frame,recv,2538.300
frame,recv,2571.400
frame,recv,2604.400
frame,recv,2637.500
frame,recv,2670.100
frame,recv,2704.200
frame,recv,2736.900
frame,recv,2769.700
frame,recv,2802.300
frame,recv,2836.500
frame,recv,2868.600
frame,recv,2902.000
frame,recv,2934.200
frame,recv,2968.300
frame,recv,3000.300
frame,recv,3033.600
frame,recv,3067.000
frame,recv,3102.200
frame,recv,3132.900
frame,recv,3167.500
frame,recv,3198.400
frame,recv,3231.900
frame,recv,3264.900
frame,recv,3297.700
frame,recv,3330.200
frame,recv,3363.500
frame,recv,3396.300
frame,recv,3429.700
frame,recv,3463.300
frame,recv,3496.100
frame,recv,3528.100
frame,recv,3561.700
frame,recv,3594.700
frame,recv,3628.300
frame,recv,3660.700
frame,recv,3693.700
frame,recv,3726.000
frame,recv,3759.500
frame,recv,3792.400
frame,recv,3825.700
frame,recv,3859.700
frame,recv,3891.100
frame,recv,3925.200
frame,recv,3957.200
frame,recv,3991.600
frame,recv,4023.500
frame,recv,4056.900
frame,recv,4090.700
frame,recv,4125.600
frame,recv,4156.600
frame,recv,4188.800
frame,recv,4223.400
frame,recv,4254.300
frame,recv,4287.800
frame,recv,4320.900
frame,recv,4354.500
frame,recv,4387.700
frame,recv,4419.800
frame,recv,4452.800
frame,recv,4485.400
frame,recv,4518.100
frame,recv,4551.900
frame,recv,4586.100
frame,recv,4616.500
frame,recv,4650.600
frame,recv,4683.400
frame,recv,4716.900
frame,recv,4749.400
frame,recv,4783.500
frame,recv,4815.600
frame,recv,4848.900
frame,recv,4881.300
frame,recv,4914.500
frame,recv,4948.100
frame,recv,4981.100
frame,recv,5013.200
frame,recv,5047.800
frame,recv,5080.400
frame,recv,5113.600
frame,recv,5146.100
frame,recv,5178.400
frame,recv,5211.200
frame,recv,5245.100
frame,recv,5277.400
frame,recv,5310.600
frame,recv,5343.600
frame,recv,5377.300
frame,recv,5410.500
frame,recv,5442.900
frame,recv,5475.700
frame,recv,5508.900
frame,recv,5541.700
frame,recv,5574.000
frame,recv,5609.200
frame,recv,5640.500
frame,recv,5674.100
frame,recv,5706.500
frame,recv,5740.200
frame,recv,5772.400
frame,recv,5805.200
frame,recv,5838.300
frame,recv,5871.900
frame,recv,5904.900
frame,recv,5937.400
frame,recv,5970.500
frame,recv,6004.400
frame,recv,6037.100
frame,recv,6070.800
frame,recv,6102.300
frame,recv,6137.800
frame,recv,6168.900
frame,recv,6202.100
frame,recv,6235.100
frame,recv,6268.000
frame,recv,6299.800
frame,recv,6333.400
frame,recv,6366.600
frame,recv,6400.000
frame,recv,6432.600
frame,recv,6466.400
frame,recv,6498.000
frame,recv,6533.800
frame,recv,6564.200
frame,recv,6597.500
frame,recv,6629.900
frame,recv,6664.000
frame,recv,6697.300
frame,recv,6729.800
frame,recv,6764.200
frame,recv,6796.300
frame,recv,6828.700
frame,recv,6861.600
frame,recv,6895.500
frame,recv,6928.600
frame,recv,6960.700
frame,recv,6994.000
frame,recv,7027.100
frame,recv,7060.000
frame,recv,7092.200
frame,recv,7126.800
frame,recv,7158.200
frame,recv,7191.500
frame,recv,7225.100
frame,recv,7258.800
frame,recv,7290.100
frame,recv,7324.100
frame,recv,7356.800
frame,recv,7390.200
frame,recv,7423.500
frame,recv,7455.000
frame,recv,7488.600
frame,recv,7521.800
frame,recv,7555.800
frame,recv,7588.100
frame,recv,7621.000
frame,recv,7654.100
frame,recv,7685.700
frame,recv,7719.300
frame,recv,7752.700
frame,recv,7785.500
frame,recv,7817.700
frame,recv,7850.800
frame,recv,7884.100
frame,recv,7918.100
frame,recv,7951.000
frame,recv,7984.400
frame,recv,8016.900
frame,recv,8049.400
frame,recv,8082.900
frame,recv,8116.000
frame,recv,8148.600
frame,recv,8180.900
frame,recv,8214.200
frame,recv,8246.900
frame,recv,8283.900
frame,recv,8313.200
frame,recv,8345.900
frame,recv,8379.700
frame,recv,8412.800
frame,recv,8444.900
frame,recv,8479.200
frame,recv,8511.900
frame,recv,8544.300
frame,recv,8577.900
frame,recv,8610.700
frame,recv,8643.800
frame,recv,8676.600
frame,recv,8710.300
frame,recv,8742.900
frame,recv,8776.000
frame,recv,8808.600
frame,recv,8842.300
frame,recv,8874.100
frame,recv,8907.800
frame,recv,8940.000
frame,recv,8974.000
frame,recv,9006.900
frame,recv,9041.400
frame,recv,9073.000
frame,recv,9105.900
frame,recv,9138.100
frame,recv,9171.400
frame,recv,9204.200
frame,recv,9237.800
frame,recv,9270.000
frame,recv,9302.900
frame,recv,9337.000
frame,recv,9369.200
frame,recv,9403.200
frame,recv,9435.700
frame,recv,9468.200
frame,recv,9501.300
frame,recv,9533.200
frame,recv,9567.300
frame,recv,9601.200
frame,recv,9633.900
frame,recv,9665.800
frame,recv,9698.800
frame,recv,9731.700
frame,recv,9765.400
frame,recv,9798.900
frame,recv,9832.400
frame,recv,9864.600
frame,recv,9897.100
frame,recv,9931.300
frame,recv,9964.300
frame,recv,9995.700
frame,recv,10029.900
frame,recv,10061.700
frame,recv,10096.300
frame,recv,10128.200
frame,recv,10161.200
frame,recv,10194.100
frame,recv,10228.500
frame,recv,10260.700
frame,recv,10293.100
frame,recv,10326.600
frame,recv,10360.300
frame,recv,10393.000
frame,recv,10425.700
frame,recv,10458.100
frame,recv,10492.800
frame,recv,10524.900
frame,recv,10557.500
frame,recv,10590.300
frame,recv,10623.400
frame,recv,10656.400
frame,recv,10690.000
frame,recv,10722.200
frame,recv,10755.500
frame,recv,10788.500
frame,recv,10822.400
frame,recv,10853.700
frame,recv,10889.000
frame,recv,10920.200
frame,recv,10953.700
frame,recv,10986.900
frame,recv,11019.600
frame,recv,11052.300
frame,recv,11085.600
frame,recv,11120.000
frame,recv,11152.100
frame,recv,11184.100
frame,recv,11217.500
frame,recv,11252.500
frame,recv,11284.000
frame,recv,11316.800
frame,recv,11348.800
frame,recv,11383.500
frame,recv,11415.200
frame,recv,11448.600
frame,recv,11481.200
frame,recv,11514.600
frame,recv,11547.600
frame,recv,11580.300
frame,recv,11613.600
frame,recv,11646.600
frame,recv,11680.500
frame,recv,11712.400
frame,recv,11744.300
frame,recv,11778.700
frame,recv,11811.000
frame,recv,11844.400
frame,recv,11876.700
frame,recv,11911.500
frame,recv,11943.700
frame,recv,11976.600
frame,recv,12010.600
frame,recv,12043.000
frame,recv,12076.400
frame,recv,12108.000
frame,recv,12141.100
frame,recv,12175.100
frame,recv,12207.700
frame,recv,12240.700
frame,recv,12273.700
frame,recv,12308.100
frame,recv,12339.600
frame,recv,12372.900
frame,recv,12406.300
frame,recv,12440.300
frame,recv,12471.900
frame,recv,12504.300
frame,recv,12538.000
frame,recv,12570.500
frame,recv,12603.700
frame,recv,12636.200
frame,recv,12668.800
frame,recv,12704.100
frame,recv,12735.600
frame,recv,12768.200
frame,recv,12801.600
frame,recv,12835.100
frame,recv,12866.800
frame,recv,12901.000
frame,recv,12934.500
frame,recv,12967.100
frame,recv,12999.800
frame,recv,13034.700
frame,recv,13065.700
frame,recv,13101.200
frame,recv,13133.100
frame,recv,13164.900
frame,recv,13197.800
frame,recv,13230.900
frame,recv,13263.900
frame,recv,13296.100
frame,recv,13329.100
frame,recv,13363.200
frame,recv,13395.500
frame,recv,13428.500
frame,recv,13461.100
frame,recv,13494.900
frame,recv,13527.200
frame,recv,13560.400
frame,recv,13593.600
frame,recv,13627.600
frame,recv,13658.800
frame,recv,13693.000
frame,recv,13725.600
frame,recv,13759.100
frame,recv,13791.900
frame,recv,13823.900
frame,recv,13858.000
frame,recv,13890.600
frame,recv,13923.700
frame,recv,13956.100
frame,recv,13989.400
frame,recv,14023.400
frame,recv,14055.300
frame,recv,14089.700
frame,recv,14121.200
frame,recv,14155.600
frame,recv,14187.400
frame,recv,14220.000
frame,recv,14253.200
frame,recv,14287.000
frame,recv,14318.600
frame,recv,14352.100
frame,recv,14385.500
frame,recv,14419.900
frame,recv,14451.800
frame,recv,14484.900
frame,recv,14517.200
frame,recv,14550.800
frame,recv,14583.400
frame,recv,14617.100
frame,recv,14651.100
