type,direction,time
input,send,1755.200
input,send,1760.900
input,send,3167.300
input,send,3534.000
input,send,3993.000
input,send,4577.100
input,send,5166.600
input,send,6001.700
input,send,6395.200
input,send,8500.800
input,send,9426.900
input,send,10543.300
input,send,10811.200
input,send,11380.100
input,send,12363.100
input,send,13261.000
audio,recv,1778.200
audio,recv,1788.000
audio,recv,3192.000
audio,recv,3552.500
audio,recv,3932.700
audio,recv,4012.500
audio,recv,4596.900
audio,recv,5186.300
audio,recv,5683.500
audio,recv,6020.800
audio,recv,6414.100
audio,recv,7398.200
audio,recv,8520.700
audio,recv,9149.100
audio,recv,9446.000
audio,recv,10562.100
audio,recv,10832.400
audio,recv,10862.500
audio,recv,11400.900
audio,recv,12382.100
audio,recv,12612.100
audio,recv,13279.500
audio,recv,14362.500
frame,recv,1821.400
frame,recv,1854.100
frame,recv,1887.600
frame,recv,1918.900
frame,recv,1951.400
frame,recv,1984.700
frame,recv,2017.300
frame,recv,2050.500
frame,recv,2084.000
frame,recv,2117.800
frame,recv,2149.900
frame,recv,2183.500
frame,recv,2215.400
frame,recv,2249.000
frame,recv,2281.700
frame,recv,2314.000
frame,recv,2347.000
frame,recv,2381.000
frame,recv,2413.200
frame,recv,2446.200
frame,recv,2479.200
frame,recv,2513.300
frame,recv,2545.500
frame,recv,2578.100
frame,recv,2612.300
frame,recv,2644.900
frame,recv,2676.900
frame,recv,2710.100
frame,recv,2742.900
frame,recv,2777.300
frame,recv,2808.900
frame,recv,2841.500
frame,recv,2874.300
frame,recv,2908.700
frame,recv,2941.800
frame,recv,2974.300
frame,recv,3007.000
frame,recv,3040.600
frame,recv,3073.300
frame,recv,3106.100
frame,recv,3139.100
frame,recv,3172.900
frame,recv,3207.300
frame,recv,3238.700
frame,recv,3273.200
frame,recv,3304.700
frame,recv,3336.900
frame,recv,3371.000
frame,recv,3404.200
frame,recv,3436.000
frame,recv,3468.900
frame,recv,3502.900
frame,recv,3535.000
frame,recv,3571.600
frame,recv,3600.300
frame,recv,3635.300
frame,recv,3667.500
frame,recv,3701.100
frame,recv,3733.200
frame,recv,3766.900
frame,recv,3799.400
frame,recv,3832.500
frame,recv,3864.200
frame,recv,3899.400
frame,recv,3930.900
frame,recv,3963.600
frame,recv,3997.600
frame,recv,4030.900
frame,recv,4062.800
frame,recv,4096.200
frame,recv,4133.700
frame,recv,4162.600
frame,recv,4195.300
frame,recv,4234.800
frame,recv,4261.200
frame,recv,4294.500
frame,recv,4327.500
frame,recv,4361.300
frame,recv,4393.400
frame,recv,4431.600
frame,recv,4459.400
frame,recv,4493.500
frame,recv,4525.800
frame,recv,4558.100
frame,recv,4591.500
frame,recv,4623.400
frame,recv,4656.900
frame,recv,4690.800
frame,recv,4723.600
frame,recv,4755.900
frame,recv,4788.500
frame,recv,4822.000
frame,recv,4855.800
frame,recv,4888.000
frame,recv,4920.900
frame,recv,4954.200
frame,recv,4987.900
frame,recv,5020.400
frame,recv,5052.400
frame,recv,5086.400
frame,recv,5119.400
frame,recv,5153.300
frame,recv,5184.800
