type,direction,time
input,send,1765.600
input,send,1768.200
input,send,3168.700
input,send,3535.300
input,send,3993.300
input,send,4578.500
input,send,5166.800
input,send,6002.000
input,send,6395.100
input,send,8498.700
input,send,9427.200
input,send,10543.300
input,send,10811.900
input,send,11382.000
input,send,12363.300
input,send,13261.000
audio,recv,1788.800
audio,recv,1789.900
audio,recv,3187.700
audio,recv,3558.300
audio,recv,3935.000
audio,recv,4014.300
audio,recv,4598.300
audio,recv,5184.500
audio,recv,5684.600
audio,recv,6022.000
audio,recv,6415.300
audio,recv,7399.900
audio,recv,8519.000
audio,recv,9148.700
audio,recv,9447.500
audio,recv,10562.500
audio,recv,10830.500
audio,recv,10866.100
audio,recv,11400.600
audio,recv,12383.200
audio,recv,12614.200
audio,recv,13282.500
audio,recv,14363.500
frame,recv,1823.400
frame,recv,1855.800
frame,recv,1889.300
frame,recv,1920.900
frame,recv,1952.600
frame,recv,1986.300
frame,recv,2020.200
frame,recv,2052.900
frame,recv,2086.000
frame,recv,2120.400
frame,recv,2151.700
frame,recv,2184.200
frame,recv,2217.500
frame,recv,2251.400
frame,recv,2283.200
frame,recv,2317.400
frame,recv,2351.800
frame,recv,2383.200
frame,recv,2415.500
frame,recv,2448.100
frame,recv,2481.300
frame,recv,2514.100
frame,recv,2547.400
frame,recv,2579.700
frame,recv,2614.600
frame,recv,2645.400
frame,recv,2679.500
frame,recv,2712.400
frame,recv,2744.300
frame,recv,2779.400
frame,recv,2811.000
frame,recv,2845.100
frame,recv,2877.800
frame,recv,2910.600
frame,recv,2943.900
frame,recv,2976.300
frame,recv,3008.800
frame,recv,3042.700
frame,recv,3074.600
frame,recv,3110.000
frame,recv,3140.300
frame,recv,3173.900
frame,recv,3207.500
frame,recv,3240.600
frame,recv,3273.100
frame,recv,3305.600
frame,recv,3340.500
frame,recv,3371.000
frame,recv,3405.000
frame,recv,3437.900
frame,recv,3471.700
frame,recv,3504.200
frame,recv,3538.300
frame,recv,3570.000
frame,recv,3603.500
frame,recv,3636.400
frame,recv,3669.500
frame,recv,3703.900
frame,recv,3735.700
frame,recv,3767.800
frame,recv,3801.100
frame,recv,3836.700
frame,recv,3867.400
frame,recv,3899.800
frame,recv,3933.000
frame,recv,3966.300
frame,recv,3999.200
frame,recv,4032.100
frame,recv,4066.800
frame,recv,4098.200
frame,recv,4130.800
frame,recv,4164.200
frame,recv,4198.400
frame,recv,4230.500
frame,recv,4262.900
frame,recv,4296.100
frame,recv,4329.700
frame,recv,4362.200
frame,recv,4394.700
frame,recv,4428.500
frame,recv,4464.300
frame,recv,4494.000
frame,recv,4527.900
frame,recv,4562.200
frame,recv,4593.400
frame,recv,4626.200
frame,recv,4659.500
frame,recv,4691.800
frame,recv,4725.200
frame,recv,4758.600
frame,recv,4790.700
frame,recv,4825.200
frame,recv,4856.500
frame,recv,4889.400
frame,recv,4923.200
frame,recv,4957.100
frame,recv,4988.400
frame,recv,5023.500
frame,recv,5055.300
frame,recv,5089.700
frame,recv,5121.600
frame,recv,5154.200
frame,recv,5187.800
frame,recv,5220.300
frame,recv,5254.300
frame,recv,5286.600
frame,recv,5319.700
frame,recv,5352.700
frame,recv,5384.200
frame,recv,5418.000
frame,recv,5453.500
frame,recv,5484.200
frame,recv,5517.700
frame,recv,5551.000
frame,recv,5583.900
frame,recv,5618.000
frame,recv,5649.900
frame,recv,5682.400
frame,recv,5714.700
frame,recv,5747.800
frame,recv,5781.300
frame,recv,5815.200
frame,recv,5847.600
frame,recv,5879.800
frame,recv,5916.700
frame,recv,5946.600
frame,recv,5978.700
frame,recv,6012.300
