type,direction,time
input,send,222.400
input,send,235.400
input,send,1565.300
input,send,1935.800
input,send,2398.400
input,send,2985.800
input,send,3578.500
input,send,4416.800
input,send,4812.600
input,send,6919.600
input,send,7850.200
input,send,8968.300
input,send,9245.000
input,send,9815.400
input,send,10803.400
input,send,11703.600
audio,recv,223.500
audio,recv,236.200
audio,recv,1566.000
audio,recv,1936.600
audio,recv,2382.200
audio,recv,2399.400
audio,recv,2986.700
audio,recv,3579.200
audio,recv,4131.500
audio,recv,4417.900
audio,recv,4813.100
audio,recv,5848.200
audio,recv,6920.300
audio,recv,7596.300
audio,recv,7850.800
audio,recv,8968.800
audio,recv,9245.900
audio,recv,9312.000
audio,recv,9816.000
audio,recv,10803.900
audio,recv,11062.000
audio,recv,11704.300
audio,recv,12810.800
audio,recv,13502.800
frame,recv,269.800
frame,recv,302.600
frame,recv,335.000
frame,recv,368.600
frame,recv,401.300
frame,recv,434.400
frame,recv,467.500
frame,recv,500.300
frame,recv,532.900
frame,recv,566.700
frame,recv,599.400
frame,recv,632.200
frame,recv,664.900
frame,recv,698.000
frame,recv,731.700
frame,recv,764.600
frame,recv,797.400
frame,recv,830.200
frame,recv,863.000
frame,recv,895.800
frame,recv,929.700
frame,recv,962.600
frame,recv,995.300
frame,recv,1028.100
frame,recv,1060.900
frame,recv,1094.600
frame,recv,1127.400
frame,recv,1160.300
frame,recv,1193.100
frame,recv,1227.200
frame,recv,1258.900
frame,recv,1292.600
frame,recv,1325.400
frame,recv,1358.200
frame,recv,1391.100
frame,recv,1423.900
frame,recv,1458.300
frame,recv,1489.900
frame,recv,1523.600
frame,recv,1556.500
frame,recv,1589.400
frame,recv,1622.500
frame,recv,1655.200
frame,recv,1688.000
frame,recv,1720.800
frame,recv,1754.700
frame,recv,1787.400
frame,recv,1820.000
frame,recv,1852.800
frame,recv,1887.000
frame,recv,1919.700
frame,recv,1952.100
frame,recv,1985.200
frame,recv,2018.000
frame,recv,2050.800
frame,recv,2084.600
frame,recv,2117.300
frame,recv,2149.900
frame,recv,2183.700
frame,recv,2216.700
frame,recv,2249.500
frame,recv,2282.100
frame,recv,2314.900
frame,recv,2348.500
frame,recv,2381.400
frame,recv,2413.900
frame,recv,2446.900
frame,recv,2480.700
frame,recv,2513.500
frame,recv,2546.300
frame,recv,2579.000
frame,recv,2611.700
frame,recv,2646.000
frame,recv,2678.700
frame,recv,2711.500
frame,recv,2744.500
frame,recv,2777.200
frame,recv,2810.000
frame,recv,2843.600
frame,recv,2876.500
frame,recv,2909.300
frame,recv,2942.100
frame,recv,2974.700
frame,recv,3008.500
frame,recv,3041.200
frame,recv,3074.000
frame,recv,3107.900
frame,recv,3140.800
frame,recv,3173.900
frame,recv,3205.700
frame,recv,3239.600
frame,recv,3272.800
frame,recv,3305.600
frame,recv,3338.600
frame,recv,3371.400
frame,recv,3404.200
frame,recv,3437.100
frame,recv,3470.200
