type,direction,time
input,send,1763.200
input,send,1764.700
input,send,2559.800
input,send,3622.700
input,send,5013.000
input,send,6780.600
input,send,8054.200
input,send,9259.100
input,send,9519.400
input,send,9746.200
input,send,9989.200
input,send,10211.400
input,send,10423.100
input,send,11142.900
input,send,12868.700
input,send,14354.100
input,send,15566.800
input,send,16755.100
input,send,18433.500
input,send,19622.300
input,send,19951.600
input,send,20943.900
input,send,22203.900
input,send,23246.900
input,send,24021.900
input,send,24660.800
input,send,25845.100
input,send,26581.400
input,send,28599.400
input,send,29813.700
input,send,30881.000
input,send,31491.500
input,send,32059.600
input,send,32403.100
input,send,32735.200
input,send,32946.600
input,send,33117.300
input,send,33311.000
input,send,33473.300
input,send,33629.500
input,send,33784.400
input,send,33952.800
input,send,34108.300
input,send,34340.800
input,send,35860.600
input,send,37070.600
input,send,37816.900
input,send,38114.600
input,send,40186.200
input,send,40950.900
input,send,41204.000
input,send,41492.000
input,send,41678.800
input,send,41930.500
input,send,42202.100
input,send,44090.300
input,send,44431.900
input,send,44699.800
input,send,45003.500
input,send,45275.300
input,send,45507.000
input,send,45818.800
input,send,46907.000
input,send,48469.300
input,send,49698.700
input,send,51638.400
input,send,51996.100
input,send,53574.200
input,send,54593.200
input,send,54884.100
input,send,55127.500
input,send,55420.500
input,send,55665.600
input,send,55901.800
input,send,56144.600
input,send,57349.900
input,send,58048.500
input,send,59781.600
input,send,61572.000
audio,recv,1785.800
audio,recv,2578.700
audio,recv,3644.800
audio,recv,3930.300
audio,recv,5032.100
audio,recv,5915.000
audio,recv,6801.500
audio,recv,7892.300
audio,recv,8073.300
audio,recv,9280.900
audio,recv,9541.900
audio,recv,9766.700
audio,recv,9870.800
audio,recv,10007.400
audio,recv,10229.600
audio,recv,10441.700
audio,recv,11161.800
audio,recv,11850.700
audio,recv,12890.100
audio,recv,13830.700
audio,recv,14374.500
audio,recv,15586.700
audio,recv,15810.400
audio,recv,16774.100
audio,recv,17792.600
audio,recv,18451.700
audio,recv,19644.100
audio,recv,19771.000
audio,recv,19972.000
audio,recv,20963.600
audio,recv,21750.300
audio,recv,22224.100
audio,recv,23264.900
audio,recv,23729.900
audio,recv,24042.100
audio,recv,24683.400
audio,recv,25711.500
audio,recv,25864.600
audio,recv,26600.300
audio,recv,27691.400
audio,recv,28619.500
audio,recv,29670.600
audio,recv,29833.000
audio,recv,30901.900
audio,recv,31511.900
audio,recv,31650.900
audio,recv,32078.200
audio,recv,32423.300
audio,recv,32755.200
audio,recv,32966.000
audio,recv,33135.800
audio,recv,33335.000
audio,recv,33491.800
audio,recv,33629.700
audio,recv,33649.000
audio,recv,33803.000
audio,recv,33974.100
audio,recv,34128.100
audio,recv,34360.700
audio,recv,35609.900
audio,recv,35881.100
audio,recv,37091.200
audio,recv,37589.900
audio,recv,37836.900
audio,recv,38133.800
audio,recv,39570.800
audio,recv,40205.400
audio,recv,40975.000
audio,recv,41223.000
audio,recv,41511.300
audio,recv,41550.300
audio,recv,41697.000
audio,recv,41950.700
audio,recv,42223.000
audio,recv,43530.500
audio,recv,44109.100
audio,recv,44451.200
audio,recv,44719.600
audio,recv,45025.300
audio,recv,45295.100
audio,recv,45510.200
audio,recv,45528.000
audio,recv,45837.000
audio,recv,46925.400
audio,recv,47489.600
audio,recv,48490.500
audio,recv,49472.500
audio,recv,49720.100
audio,recv,51450.700
audio,recv,51659.200
audio,recv,52015.600
audio,recv,53431.500
audio,recv,53593.800
audio,recv,54613.100
audio,recv,54905.000
audio,recv,55152.600
audio,recv,55412.600
audio,recv,55438.500
audio,recv,55685.900
audio,recv,55920.700
audio,recv,56165.100
audio,recv,57370.300
audio,recv,57390.100
audio,recv,58066.800
audio,recv,59369.500
audio,recv,59801.300
audio,recv,61349.500
audio,recv,61591.800
audio,recv,63330.800
frame,recv,1821.500
frame,recv,1850.400
frame,recv,1883.400
frame,recv,1915.900
frame,recv,1948.700
frame,recv,1981.800
frame,recv,2014.500
frame,recv,2048.100
frame,recv,2080.100
frame,recv,2113.700
frame,recv,2146.900
frame,recv,2180.500
frame,recv,2213.100
frame,recv,2245.600
frame,recv,2279.200
frame,recv,2311.100
frame,recv,2344.600
frame,recv,2377.100
frame,recv,2410.800
frame,recv,2444.000
frame,recv,2477.800
frame,recv,2511.300
frame,recv,2542.900
frame,recv,2576.200
frame,recv,2607.900
frame,recv,2642.400
frame,recv,2674.800
frame,recv,2707.500
frame,recv,2740.900
frame,recv,2773.300
frame,recv,2807.300
frame,recv,2839.900
frame,recv,2872.400
frame,recv,2906.000
frame,recv,2938.800
frame,recv,2971.500
frame,recv,3005.100
frame,recv,3038.300
frame,recv,3070.600
frame,recv,3104.300
frame,recv,3136.700
frame,recv,3170.300
frame,recv,3203.400
frame,recv,3235.400
frame,recv,3269.000
frame,recv,3303.100
frame,recv,3334.600
frame,recv,3367.700
frame,recv,3400.700
frame,recv,3434.300
frame,recv,3466.400
frame,recv,3499.300
frame,recv,3533.100
frame,recv,3566.600
frame,recv,3598.900
frame,recv,3632.600
frame,recv,3664.800
frame,recv,3697.500
frame,recv,3730.700
frame,recv,3763.700
frame,recv,3797.000
frame,recv,3829.700
frame,recv,3863.700
frame,recv,3895.000
frame,recv,3928.400
frame,recv,3961.800
frame,recv,3995.100
frame,recv,4027.000
frame,recv,4061.200
frame,recv,4093.500
frame,recv,4126.600
frame,recv,4159.500
frame,recv,4193.100
frame,recv,4226.900
frame,recv,4259.100
frame,recv,4293.600
frame,recv,4325.100
frame,recv,4357.000
frame,recv,4390.900
frame,recv,4424.400
frame,recv,4457.000
frame,recv,4489.600
frame,recv,4523.000
frame,recv,4559.400
frame,recv,4588.100
frame,recv,4621.900
frame,recv,4654.400
frame,recv,4688.800
frame,recv,4719.800
frame,recv,4754.200
frame,recv,4787.400
frame,recv,4820.400
frame,recv,4853.300
frame,recv,4887.000
frame,recv,4919.000
frame,recv,4951.500
frame,recv,4985.100
frame,recv,5017.500
frame,recv,5052.400
frame,recv,5084.100
frame,recv,5117.500
frame,recv,5149.700
frame,recv,5185.500
frame,recv,5216.100
frame,recv,5252.100
frame,recv,5281.400
frame,recv,5315.400
frame,recv,5347.700
frame,recv,5380.700
frame,recv,5414.000
frame,recv,5447.800
frame,recv,5480.600
frame,recv,5512.900
frame,recv,5547.600
frame,recv,5578.800
frame,recv,5612.200
frame,recv,5644.900
frame,recv,5678.600
frame,recv,5711.000
frame,recv,5743.000
frame,recv,5777.000
frame,recv,5811.200
frame,recv,5843.500
frame,recv,5875.700
frame,recv,5909.600
frame,recv,5942.000
frame,recv,5975.000
frame,recv,6008.400
frame,recv,6040.000
frame,recv,6076.300
frame,recv,6106.500
frame,recv,6140.400
frame,recv,6173.800
frame,recv,6205.300
frame,recv,6239.200
frame,recv,6272.600
frame,recv,6304.700
frame,recv,6338.400
frame,recv,6371.700
frame,recv,6404.200
frame,recv,6436.000
frame,recv,6469.900
frame,recv,6502.800
frame,recv,6536.600
frame,recv,6569.700
frame,recv,6601.500
frame,recv,6634.600
frame,recv,6668.300
frame,recv,6700.800
frame,recv,6733.500
frame,recv,6766.800
frame,recv,6799.800
frame,recv,6832.000
frame,recv,6866.300
frame,recv,6902.300
frame,recv,6931.500
frame,recv,6965.100
frame,recv,6997.100
frame,recv,7031.400
frame,recv,7063.300
frame,recv,7096.600
frame,recv,7129.500
frame,recv,7163.600
frame,recv,7195.700
frame,recv,7229.000
frame,recv,7267.500
frame,recv,7295.000
frame,recv,7328.000
frame,recv,7359.700
frame,recv,7395.200
frame,recv,7426.300
frame,recv,7459.200
frame,recv,7492.800
frame,recv,7526.400
frame,recv,7559.300
frame,recv,7591.500
frame,recv,7624.800
frame,recv,7658.400
frame,recv,7690.300
frame,recv,7723.300
frame,recv,7757.000
frame,recv,7790.400
frame,recv,7822.500
frame,recv,7856.400
frame,recv,7888.900
frame,recv,7921.400
frame,recv,7954.700
frame,recv,7987.600
frame,recv,8020.300
frame,recv,8054.600
frame,recv,8086.600
frame,recv,8119.200
frame,recv,8153.600
frame,recv,8186.400
frame,recv,8219.200
frame,recv,8252.300
frame,recv,8287.000
frame,recv,8317.600
frame,recv,8351.100
frame,recv,8383.300
frame,recv,8417.200
frame,recv,8450.500
frame,recv,8482.400
frame,recv,8521.000
frame,recv,8547.800
frame,recv,8584.200
frame,recv,8615.000
frame,recv,8648.000
frame,recv,8680.100
frame,recv,8713.700
frame,recv,8747.500
frame,recv,8780.400
frame,recv,8812.700
frame,recv,8845.400
frame,recv,8879.000
frame,recv,8911.800
frame,recv,8945.500
frame,recv,8977.500
frame,recv,9010.100
frame,recv,9044.500
