Run,AvgAudioLatency,AvgFrameLatency
1,25.049999999999955,17.881249999999767
2,20.256250000000122,17.293749999999918
3,21.737500000000466,16.068750000000193
4,22.412500000000065,16.900000000000077
5,20.73750000000031,20.26875000000011
