Run,AvgAudioLatency,AvgFrameLatency
1,20.769620253164668,15.458227848101632
2,21.09746835443065,17.284810126582176
3,21.379746835442514,16.348101265822393
4,21.375949367088673,17.72405063291147
5,21.09113924050628,16.656962025316485
