Run,AvgAudioLatency,AvgFrameLatency
1,110.50253164556986,21.22784810126591
2,110.61772151898793,19.815189873417722
3,109.71428571428635,21.94920634920675
4,110.36984126984123,19.726984126984288
5,108.32151898734165,20.25443037974659
