Run,AvgAudioLatency,AvgFrameLatency
1,109.38125000000014,25.875000000000057
2,111.28749999999997,29.100000000000136
3,107.29999999999995,31.16249999999991
4,109.43125000000006,28.675000000000153
5,106.74999999999993,53.78333333333353
