Run,AvgAudioLatency,AvgFrameLatency
1,21.049999999999713,18.006249999999838
2,22.681250000000105,17.162500000000065
3,21.387499999999932,17.012499999999847
4,22.868749999999835,18.156249999999744
5,23.587499999999977,23.124999999999943
