type,direction,time
input,send,812.300
input,send,823.400
input,send,1616.800
input,send,2679.200
input,send,4069.100
input,send,5837.500
input,send,7112.300
input,send,8315.400
input,send,8576.800
input,send,8803.500
input,send,9044.800
input,send,9266.100
input,send,9476.900
input,send,10196.800
input,send,11925.000
input,send,13411.000
input,send,14623.700
input,send,15813.500
input,send,17491.900
input,send,18681.200
input,send,19009.900
input,send,20001.100
input,send,21260.900
input,send,22304.300
input,send,23080.400
input,send,23719.500
input,send,24904.400
input,send,25639.400
input,send,27657.900
input,send,28872.800
input,send,29939.000
input,send,30551.200
input,send,31120.300
input,send,31463.400
input,send,31797.700
input,send,32008.500
input,send,32180.100
input,send,32373.000
input,send,32533.600
input,send,32689.200
input,send,32843.800
input,send,33012.600
input,send,33170.500
input,send,33403.100
input,send,34925.900
input,send,36136.100
input,send,36881.800
input,send,37178.100
input,send,39248.200
input,send,40013.200
input,send,40266.300
input,send,40554.100
input,send,40741.000
input,send,40993.000
input,send,41266.200
input,send,43154.400
input,send,43498.100
input,send,43766.800
input,send,44068.700
input,send,44342.700
input,send,44576.000
input,send,44890.900
input,send,45979.300
input,send,47539.300
input,send,48768.000
input,send,50708.100
input,send,51066.000
input,send,52640.800
input,send,53658.600
input,send,53947.300
input,send,54192.600
input,send,54485.100
input,send,54732.900
input,send,54971.000
input,send,55213.000
input,send,56418.300
input,send,57119.500
input,send,58852.100
input,send,60641.900
audio,recv,835.300
audio,recv,847.800
audio,recv,1637.500
audio,recv,2700.800
audio,recv,2990.900
audio,recv,4092.700
audio,recv,4970.000
audio,recv,5858.200
audio,recv,6950.700
audio,recv,7133.600
audio,recv,8335.900
audio,recv,8598.300
audio,recv,8824.800
audio,recv,8929.500
audio,recv,9066.600
audio,recv,9287.900
audio,recv,9498.200
audio,recv,10217.200
audio,recv,10911.000
audio,recv,11945.700
audio,recv,12890.100
audio,recv,13433.100
audio,recv,14646.200
audio,recv,14869.500
audio,recv,15837.600
audio,recv,16850.600
audio,recv,17513.700
audio,recv,18704.300
audio,recv,18829.500
audio,recv,19031.800
audio,recv,20023.300
audio,recv,20809.800
audio,recv,21282.200
audio,recv,22325.800
audio,recv,22791.000
audio,recv,23101.200
audio,recv,23740.500
audio,recv,24771.400
audio,recv,24926.100
audio,recv,25659.100
audio,recv,26750.100
audio,recv,27681.700
audio,recv,28730.100
audio,recv,28893.100
audio,recv,29959.600
audio,recv,30571.000
audio,recv,30710.300
audio,recv,31141.400
audio,recv,31486.600
audio,recv,31819.100
audio,recv,32031.600
audio,recv,32201.300
audio,recv,32401.200
audio,recv,32555.800
audio,recv,32690.600
audio,recv,32718.300
audio,recv,32865.900
audio,recv,33033.400
audio,recv,33191.700
audio,recv,33423.000
audio,recv,34670.200
audio,recv,34944.800
