Run,AvgAudioLatency,AvgFrameLatency
1,20.73164556962038,16.13037974683583
2,20.06075949367083,18.874683544303675
3,20.364556962025404,15.846835443037795
4,19.584810126581953,14.61139240506326
5,19.93924050632925,15.397468354430732
